year,month,day,week_day,host,requests
2015,3,26,3,as-01,92558
2015,3,26,3,as-02,100167
2015,3,26,3,as-03,99569
2015,3,26,3,as-04,93092
2015,3,27,4,as-01,191122
2015,3,27,4,as-02,206725
2015,3,27,4,as-03,205785
2015,3,27,4,as-04,191377
2015,3,28,5,as-01,96609
2015,3,28,5,as-02,107580
2015,3,28,5,as-03,106837
2015,3,28,5,as-04,95329
2015,3,29,6,as-01,73485
2015,3,29,6,as-02,82432
2015,3,29,6,as-03,81387
2015,3,29,6,as-04,73086
2015,3,30,0,as-01,222609
2015,3,30,0,as-02,241739
2015,3,30,0,as-03,242009
2015,3,30,0,as-04,222644
2015,3,31,1,as-01,218986
2015,3,31,1,as-02,234161
2015,3,31,1,as-03,233703
2015,3,31,1,as-04,219408
2015,4,1,2,as-01,225373
2015,4,1,2,as-02,246783
2015,4,1,2,as-03,245101
2015,4,1,2,as-04,225894
2015,4,2,3,as-01,193266
2015,4,2,3,as-02,208700
2015,4,2,3,as-03,207587
2015,4,2,3,as-04,193997
2015,4,3,4,as-01,83489
2015,4,3,4,as-02,92277
2015,4,3,4,as-03,91470
2015,4,3,4,as-04,82253
2015,4,4,5,as-01,102855
2015,4,4,5,as-02,115005
2015,4,4,5,as-03,113958
2015,4,4,5,as-04,101916
2015,4,5,6,as-01,76198
2015,4,5,6,as-02,87445
2015,4,5,6,as-03,86809
2015,4,5,6,as-04,75823
2015,4,6,0,as-01,74196
2015,4,6,0,as-02,82889
2015,4,6,0,as-03,82431
2015,4,6,0,as-04,73517
2015,4,7,1,as-01,216807
2015,4,7,1,as-02,232583
2015,4,7,1,as-03,232647
2015,4,7,1,as-04,215687
2015,4,8,2,as-01,207225
2015,4,8,2,as-02,226653
2015,4,8,2,as-03,225940
2015,4,8,2,as-04,206558
2015,4,9,3,as-01,193290
2015,4,9,3,as-02,207067
2015,4,9,3,as-03,206649
2015,4,9,3,as-04,193649
2015,4,10,4,as-01,181054
2015,4,10,4,as-02,195628
2015,4,10,4,as-03,194313
2015,4,10,4,as-04,181780
2015,4,11,5,as-01,100883
2015,4,11,5,as-02,117448
2015,4,11,5,as-03,115438
2015,4,11,5,as-04,99999
2015,4,12,6,as-01,71312
2015,4,12,6,as-02,81062
2015,4,12,6,as-03,80234
2015,4,12,6,as-04,70637
2015,4,13,0,as-01,208561
2015,4,13,0,as-02,228375
2015,4,13,0,as-03,226504
2015,4,13,0,as-04,210475
2015,4,14,1,as-01,201255
2015,4,14,1,as-02,216443
2015,4,14,1,as-03,216313
2015,4,14,1,as-04,202316
2015,4,15,2,as-01,197039
2015,4,15,2,as-02,213423
2015,4,15,2,as-03,213000
2015,4,15,2,as-04,197139
2015,4,16,3,as-01,190228
2015,4,16,3,as-02,205114
2015,4,16,3,as-03,204221
2015,4,16,3,as-04,190192
2015,4,17,4,as-01,184035
2015,4,17,4,as-02,199121
2015,4,17,4,as-03,198760
2015,4,17,4,as-04,184975
2015,4,18,5,as-01,88676
2015,4,18,5,as-02,99998
2015,4,18,5,as-03,98892
2015,4,18,5,as-04,88589
2015,4,19,6,as-01,70452
2015,4,19,6,as-02,78817
2015,4,19,6,as-03,77720
2015,4,19,6,as-04,69540
2015,4,20,0,as-01,216388
2015,4,20,0,as-02,233974
2015,4,20,0,as-03,233424
2015,4,20,0,as-04,215095
2015,4,21,1,as-01,200406
2015,4,21,1,as-02,212867
2015,4,21,1,as-03,212704
2015,4,21,1,as-04,199825
2015,4,22,2,as-01,197944
2015,4,22,2,as-02,214455
2015,4,22,2,as-03,214176
2015,4,22,2,as-04,197839
2015,4,23,3,as-01,193817
2015,4,23,3,as-02,206724
2015,4,23,3,as-03,207394
2015,4,23,3,as-04,192537
2015,4,24,4,as-01,183047
2015,4,24,4,as-02,196055
2015,4,24,4,as-03,196128
2015,4,24,4,as-04,183524
2015,4,25,5,as-01,88797
2015,4,25,5,as-02,100883
2015,4,25,5,as-03,111069
2015,4,25,5,as-04,100872
2015,4,26,6,as-01,74470
2015,4,26,6,as-02,83920
2015,4,26,6,as-03,82664
2015,4,26,6,as-04,74102
2015,4,27,0,as-01,218403
2015,4,27,0,as-02,238019
2015,4,27,0,as-03,236872
2015,4,27,0,as-04,217230
2015,4,28,1,as-01,206542
2015,4,28,1,as-02,221598
2015,4,28,1,as-03,221045
2015,4,28,1,as-04,205808
2015,4,29,2,as-01,206632
2015,4,29,2,as-02,224026
2015,4,29,2,as-03,223143
2015,4,29,2,as-04,206404
2015,4,30,3,as-01,195582
2015,4,30,3,as-02,208528
2015,4,30,3,as-03,208557
2015,4,30,3,as-04,195282
2015,5,1,4,as-01,131800
2015,5,1,4,as-02,144861
2015,5,1,4,as-03,143680
2015,5,1,4,as-04,131671
2015,5,2,5,as-01,87264
2015,5,2,5,as-02,98107
2015,5,2,5,as-03,96514
2015,5,2,5,as-04,87910
2015,5,3,6,as-01,72887
2015,5,3,6,as-02,82980
2015,5,3,6,as-03,81582
2015,5,3,6,as-04,72414
2015,5,4,0,as-01,225335
2015,5,4,0,as-02,245771
2015,5,4,0,as-03,244305
2015,5,4,0,as-04,224784
2015,5,5,1,as-01,208784
2015,5,5,1,as-02,225320
2015,5,5,1,as-03,225227
2015,5,5,1,as-04,208749
2015,5,6,2,as-01,208445
2015,5,6,2,as-02,225066
2015,5,6,2,as-03,225086
2015,5,6,2,as-04,207433
2015,5,7,3,as-01,198150
2015,5,7,3,as-02,211836
2015,5,7,3,as-03,211085
2015,5,7,3,as-04,197945
2015,5,8,4,as-01,190232
2015,5,8,4,as-02,204327
2015,5,8,4,as-03,204286
2015,5,8,4,as-04,189625
2015,5,9,5,as-01,90467
2015,5,9,5,as-02,101057
2015,5,9,5,as-03,99712
2015,5,9,5,as-04,90365
2015,5,10,6,as-01,74439
2015,5,10,6,as-02,85725
2015,5,10,6,as-03,84967
2015,5,10,6,as-04,73816
2015,5,11,0,as-01,211830
2015,5,11,0,as-02,230260
2015,5,11,0,as-03,228989
2015,5,11,0,as-04,211754
2015,5,12,1,as-01,201291
2015,5,12,1,as-02,215005
2015,5,12,1,as-03,215726
2015,5,12,1,as-04,203140
2015,5,13,2,as-01,199743
2015,5,13,2,as-02,217112
2015,5,13,2,as-03,215748
2015,5,13,2,as-04,199601
2015,5,14,3,as-01,68886
2015,5,14,3,as-02,77049
2015,5,14,3,as-03,76227
2015,5,14,3,as-04,68177
2015,5,15,4,as-01,151148
2015,5,15,4,as-02,165735
2015,5,15,4,as-03,165195
2015,5,15,4,as-04,151861
2015,5,16,5,as-01,83476
2015,5,16,5,as-02,93395
2015,5,16,5,as-03,92364
2015,5,16,5,as-04,82273
2015,5,17,6,as-01,66195
2015,5,17,6,as-02,75345
2015,5,17,6,as-03,74576
2015,5,17,6,as-04,65730
2015,5,18,0,as-01,215607
2015,5,18,0,as-02,234806
2015,5,18,0,as-03,234575
2015,5,18,0,as-04,215333
2015,5,19,1,as-01,202926
2015,5,19,1,as-02,218701
2015,5,19,1,as-03,217666
2015,5,19,1,as-04,202732
2015,5,20,2,as-01,205765
2015,5,20,2,as-02,224334
2015,5,20,2,as-03,223876
2015,5,20,2,as-04,207204
2015,5,21,3,as-01,194410
2015,5,21,3,as-02,209781
2015,5,21,3,as-03,209365
2015,5,21,3,as-04,194946
2015,5,22,4,as-01,181553
2015,5,22,4,as-02,197220
2015,5,22,4,as-03,196059
2015,5,22,4,as-04,183463
2015,5,23,5,as-01,91363
2015,5,23,5,as-02,101964
2015,5,23,5,as-03,100689
2015,5,23,5,as-04,91100
2015,5,24,6,as-01,59508
2015,5,24,6,as-02,66609
2015,5,24,6,as-03,65932
2015,5,24,6,as-04,58751
2015,5,25,0,as-01,73431
2015,5,25,0,as-02,82395
2015,5,25,0,as-03,81221
2015,5,25,0,as-04,72923
2015,5,26,1,as-01,219284
2015,5,26,1,as-02,236189
2015,5,26,1,as-03,235852
2015,5,26,1,as-04,219816
2015,5,27,2,as-01,210844
2015,5,27,2,as-02,230011
2015,5,27,2,as-03,229145
2015,5,27,2,as-04,212317
2015,5,28,3,as-01,198781
2015,5,28,3,as-02,213512
2015,5,28,3,as-03,213643
2015,5,28,3,as-04,199031
2015,5,29,4,as-01,185533
2015,5,29,4,as-02,200442
2015,5,29,4,as-03,199958
2015,5,29,4,as-04,186353
2015,5,30,5,as-01,86105
2015,5,30,5,as-02,94276
2015,5,30,5,as-03,93683
2015,5,30,5,as-04,85124
2015,5,31,6,as-01,68748
2015,5,31,6,as-02,77291
2015,5,31,6,as-03,77134
2015,5,31,6,as-04,67991
2015,6,1,0,as-01,215413
2015,6,1,0,as-02,232004
2015,6,1,0,as-03,231583
2015,6,1,0,as-04,214609
2015,6,2,1,as-01,201647
2015,6,2,1,as-02,216652
2015,6,2,1,as-03,216883
2015,6,2,1,as-04,203038
2015,6,3,2,as-01,199609
2015,6,3,2,as-02,216447
2015,6,3,2,as-03,215529
2015,6,3,2,as-04,199468
2015,6,4,3,as-01,159166
2015,6,4,3,as-02,172516
2015,6,4,3,as-03,172300
2015,6,4,3,as-04,159409
2015,6,5,4,as-01,173506
2015,6,5,4,as-02,187759
2015,6,5,4,as-03,188065
2015,6,5,4,as-04,174602
2015,6,6,5,as-01,80501
2015,6,6,5,as-02,88802
2015,6,6,5,as-03,88828
2015,6,6,5,as-04,80043
2015,6,7,6,as-01,67823
2015,6,7,6,as-02,75728
2015,6,7,6,as-03,75062
2015,6,7,6,as-04,67174
2015,6,8,0,as-01,214803
2015,6,8,0,as-02,233170
2015,6,8,0,as-03,237437
2015,6,8,0,as-04,218638
2015,6,9,1,as-01,199224
2015,6,9,1,as-02,215239
2015,6,9,1,as-03,219440
2015,6,9,1,as-04,206234
2015,6,10,2,as-01,201009
2015,6,10,2,as-02,218242
2015,6,10,2,as-03,217380
2015,6,10,2,as-04,202352
2015,6,11,3,as-01,189007
2015,6,11,3,as-02,202086
2015,6,11,3,as-03,202288
2015,6,11,3,as-04,189951
2015,6,12,4,as-01,178673
2015,6,12,4,as-02,190722
2015,6,12,4,as-03,191096
2015,6,12,4,as-04,178709
2015,6,13,5,as-01,83489
2015,6,13,5,as-02,92966
2015,6,13,5,as-03,91621
2015,6,13,5,as-04,82702
2015,6,14,6,as-01,68403
2015,6,14,6,as-02,77075
2015,6,14,6,as-03,76246
2015,6,14,6,as-04,67907
2015,6,15,0,as-01,212157
2015,6,15,0,as-02,231341
2015,6,15,0,as-03,229229
2015,6,15,0,as-04,211587
2015,6,16,1,as-01,201426
2015,6,16,1,as-02,215460
2015,6,16,1,as-03,213602
2015,6,16,1,as-04,199953
2015,6,17,2,as-01,370839
2015,6,17,2,as-02,388014
2015,6,17,2,as-03,384761
2015,6,17,2,as-04,369688
2015,6,18,3,as-01,358959
2015,6,18,3,as-02,375222
2015,6,18,3,as-03,370039
2015,6,18,3,as-04,357459
2015,6,19,4,as-01,358672
2015,6,19,4,as-02,370899
2015,6,19,4,as-03,368669
2015,6,19,4,as-04,354432
2015,6,20,5,as-01,191420
2015,6,20,5,as-02,200445
2015,6,20,5,as-03,198221
2015,6,20,5,as-04,190207
2015,6,21,6,as-01,146051
2015,6,21,6,as-02,154789
2015,6,21,6,as-03,152714
2015,6,21,6,as-04,144364
2015,6,22,0,as-01,370144
2015,6,22,0,as-02,388478
2015,6,22,0,as-03,381638
2015,6,22,0,as-04,364697
2015,6,23,1,as-01,369313
2015,6,23,1,as-02,382817
2015,6,23,1,as-03,368543
2015,6,23,1,as-04,356204
2015,6,24,2,as-01,372522
2015,6,24,2,as-02,388648
2015,6,24,2,as-03,372662
2015,6,24,2,as-04,357065
2015,6,25,3,as-01,360726
2015,6,25,3,as-02,375129
2015,6,25,3,as-03,359919
2015,6,25,3,as-04,347182
2015,6,26,4,as-01,365466
2015,6,26,4,as-02,378264
2015,6,26,4,as-03,365080
2015,6,26,4,as-04,350919
2015,6,27,5,as-01,192381
2015,6,27,5,as-02,200119
2015,6,27,5,as-03,193586
2015,6,27,5,as-04,185689
2015,6,28,6,as-01,147952
2015,6,28,6,as-02,155831
2015,6,28,6,as-03,150395
2015,6,28,6,as-04,141696
2015,6,29,0,as-01,356175
2015,6,29,0,as-02,375796
2015,6,29,0,as-03,358774
2015,6,29,0,as-04,342150
2015,6,30,1,as-01,373120
2015,6,30,1,as-02,386380
2015,6,30,1,as-03,371350
2015,6,30,1,as-04,357722
2015,7,1,2,as-01,376259
2015,7,1,2,as-02,391566
2015,7,1,2,as-03,375855
2015,7,1,2,as-04,360178
2015,7,2,3,as-01,210670
2015,7,2,3,as-02,217353
2015,7,2,3,as-03,363003
2015,7,2,3,as-04,349233
2015,7,3,4,as-01,216349
2015,7,3,4,as-02,225515
2015,7,3,4,as-03,351830
2015,7,3,4,as-04,337962
2015,7,4,5,as-01,193756
2015,7,4,5,as-02,202709
2015,7,4,5,as-03,195712
2015,7,4,5,as-04,188158
2015,7,5,6,as-01,146046
2015,7,5,6,as-02,155039
2015,7,5,6,as-03,148825
2015,7,5,6,as-04,140759
2015,7,6,0,as-01,355821
2015,7,6,0,as-02,371879
2015,7,6,0,as-03,357420
2015,7,6,0,as-04,341769
2015,7,7,1,as-01,350997
2015,7,7,1,as-02,365394
2015,7,7,1,as-03,356685
2015,7,7,1,as-04,343387
2015,7,8,2,as-01,340512
2015,7,8,2,as-02,355166
2015,7,8,2,as-03,342750
2015,7,8,2,as-04,332161
2015,7,9,3,as-01,345773
2015,7,9,3,as-02,358018
2015,7,9,3,as-03,345150
2015,7,9,3,as-04,331736
2015,7,10,4,as-01,329097
2015,7,10,4,as-02,340942
2015,7,10,4,as-03,324097
2015,7,10,4,as-04,311086
2015,7,11,5,as-01,175792
2015,7,11,5,as-02,185184
2015,7,11,5,as-03,174795
2015,7,11,5,as-04,165777
2015,7,12,6,as-01,131634
2015,7,12,6,as-02,139773
2015,7,12,6,as-03,131044
2015,7,12,6,as-04,123503
2015,7,13,0,as-01,340243
2015,7,13,0,as-02,356205
2015,7,13,0,as-03,326003
2015,7,13,0,as-04,312282
2015,7,14,1,as-01,337794
2015,7,14,1,as-02,353247
2015,7,14,1,as-03,315896
2015,7,14,1,as-04,304080
2015,7,15,2,as-01,344592
2015,7,15,2,as-02,353123
2015,7,15,2,as-03,313263
2015,7,15,2,as-04,303662
2015,7,16,3,as-01,335415
2015,7,16,3,as-02,345897
2015,7,16,3,as-03,302419
2015,7,16,3,as-04,294153
2015,7,17,4,as-01,328829
2015,7,17,4,as-02,338001
2015,7,17,4,as-03,291710
2015,7,17,4,as-04,281897
2015,7,18,5,as-01,179116
2015,7,18,5,as-02,185770
2015,7,18,5,as-03,163783
2015,7,18,5,as-04,157735
2015,7,19,6,as-01,139518
2015,7,19,6,as-02,144342
2015,7,19,6,as-03,126925
2015,7,19,6,as-04,121060
2015,7,20,0,as-01,338433
2015,7,20,0,as-02,346497
2015,7,20,0,as-03,294829
2015,7,20,0,as-04,285556
2015,7,21,1,as-01,336084
2015,7,21,1,as-02,340523
2015,7,21,1,as-03,284706
2015,7,21,1,as-04,275173
2015,7,22,2,as-01,324880
2015,7,22,2,as-02,330350
2015,7,22,2,as-03,274263
2015,7,22,2,as-04,266804
2015,7,23,3,as-01,326028
2015,7,23,3,as-02,332406
2015,7,23,3,as-03,276940
2015,7,23,3,as-04,270418
2015,7,24,4,as-01,313124
2015,7,24,4,as-02,320377
2015,7,24,4,as-03,268355
2015,7,24,4,as-04,262783
2015,7,25,5,as-01,173007
2015,7,25,5,as-02,177320
2015,7,25,5,as-03,152765
2015,7,25,5,as-04,148688
2015,7,26,6,as-01,88636
2015,7,26,6,as-02,91353
2015,7,26,6,as-03,154846
2015,7,26,6,as-04,152111
2015,7,27,0,as-01,188171
2015,7,27,0,as-02,192338
2015,7,27,0,as-03,406504
2015,7,27,0,as-04,403276
2015,7,28,1,as-01,314115
2015,7,28,1,as-02,319914
2015,7,28,1,as-03,261919
2015,7,28,1,as-04,255824
2015,7,29,2,as-01,309570
2015,7,29,2,as-02,312995
2015,7,29,2,as-03,252931
2015,7,29,2,as-04,247760
2015,7,30,3,as-01,308491
2015,7,30,3,as-02,314533
2015,7,30,3,as-03,253825
2015,7,30,3,as-04,249091
2015,7,31,4,as-01,296165
2015,7,31,4,as-02,301918
2015,7,31,4,as-03,242443
2015,7,31,4,as-04,239398
2015,8,1,5,as-01,147366
2015,8,1,5,as-02,149952
2015,8,1,5,as-03,125984
2015,8,1,5,as-04,121875
2015,8,2,6,as-01,135049
2015,8,2,6,as-02,138196
2015,8,2,6,as-03,113693
2015,8,2,6,as-04,110770
2015,8,3,0,as-01,326540
2015,8,3,0,as-02,330466
2015,8,3,0,as-03,258431
2015,8,3,0,as-04,253893
2015,8,4,1,as-01,331159
2015,8,4,1,as-02,331408
2015,8,4,1,as-03,255136
2015,8,4,1,as-04,254768
2015,8,5,2,as-01,333457
2015,8,5,2,as-02,334788
2015,8,5,2,as-03,249900
2015,8,5,2,as-04,250240
2015,8,6,3,as-01,329359
2015,8,6,3,as-02,330322
2015,8,6,3,as-03,245229
2015,8,6,3,as-04,245366
2015,8,7,4,as-01,312520
2015,8,7,4,as-02,313938
2015,8,7,4,as-03,232026
2015,8,7,4,as-04,232983
2015,8,8,5,as-01,187356
2015,8,8,5,as-02,187539
2015,8,8,5,as-03,146336
2015,8,8,5,as-04,146599
2015,8,9,6,as-01,148074
2015,8,9,6,as-02,148452
2015,8,9,6,as-03,112689
2015,8,9,6,as-04,112602
2015,8,10,0,as-01,385844
2015,8,10,0,as-02,386884
2015,8,10,0,as-03,264736
2015,8,10,0,as-04,264995
2015,8,11,1,as-01,374082
2015,8,11,1,as-02,374783
2015,8,11,1,as-03,253457
2015,8,11,1,as-04,250751
2015,8,12,2,as-01,365844
2015,8,12,2,as-02,365667
2015,8,12,2,as-03,247401
2015,8,12,2,as-04,247902
2015,8,13,3,as-01,364054
2015,8,13,3,as-02,363783
2015,8,13,3,as-03,247491
2015,8,13,3,as-04,247873
2015,8,14,4,as-01,352247
2015,8,14,4,as-02,351718
2015,8,14,4,as-03,239326
2015,8,14,4,as-04,239703
2015,8,15,5,as-01,184178
2015,8,15,5,as-02,184535
2015,8,15,5,as-03,134382
2015,8,15,5,as-04,134978
2015,8,16,6,as-01,151391
2015,8,16,6,as-02,152600
2015,8,16,6,as-03,108898
2015,8,16,6,as-04,108884
2015,8,17,0,as-01,409118
2015,8,17,0,as-02,410033
2015,8,17,0,as-03,273861
2015,8,17,0,as-04,272678
2015,8,18,1,as-01,408522
2015,8,18,1,as-02,408058
2015,8,18,1,as-03,272846
2015,8,18,1,as-04,272037
2015,8,19,2,as-01,404669
2015,8,19,2,as-02,403877
2015,8,19,2,as-03,273710
2015,8,19,2,as-04,273347
2015,8,20,3,as-01,398469
2015,8,20,3,as-02,399078
2015,8,20,3,as-03,266530
2015,8,20,3,as-04,266608
2015,8,21,4,as-01,387150
2015,8,21,4,as-02,387274
2015,8,21,4,as-03,264129
2015,8,21,4,as-04,264311
2015,8,22,5,as-01,206021
2015,8,22,5,as-02,205441
2015,8,22,5,as-03,151163
2015,8,22,5,as-04,150527
2015,8,23,6,as-01,158248
2015,8,23,6,as-02,158700
2015,8,23,6,as-03,112680
2015,8,23,6,as-04,112278
2015,8,24,0,as-01,441367
2015,8,24,0,as-02,442864
2015,8,24,0,as-03,295313
2015,8,24,0,as-04,293921
2015,8,25,1,as-01,431091
2015,8,25,1,as-02,433283
2015,8,25,1,as-03,291030
2015,8,25,1,as-04,290702
2015,8,26,2,as-01,427643
2015,8,26,2,as-02,426161
2015,8,26,2,as-03,289619
2015,8,26,2,as-04,291234
2015,8,27,3,as-01,414608
2015,8,27,3,as-02,415828
2015,8,27,3,as-03,285947
2015,8,27,3,as-04,285597
2015,8,28,4,as-01,411071
2015,8,28,4,as-02,411116
2015,8,28,4,as-03,288317
2015,8,28,4,as-04,286932
2015,8,29,5,as-01,215917
2015,8,29,5,as-02,215787
2015,8,29,5,as-03,162339
2015,8,29,5,as-04,162579
2015,8,30,6,as-01,165586
2015,8,30,6,as-02,166260
2015,8,30,6,as-03,122520
2015,8,30,6,as-04,122355
2015,8,31,0,as-01,444868
2015,8,31,0,as-02,446282
2015,8,31,0,as-03,305813
2015,8,31,0,as-04,305557
2015,9,1,1,as-01,430746
2015,9,1,1,as-02,432750
2015,9,1,1,as-03,300093
2015,9,1,1,as-04,300024
2015,9,2,2,as-01,432359
2015,9,2,2,as-02,433197
2015,9,2,2,as-03,323301
2015,9,2,2,as-04,323406
2015,9,3,3,as-01,400722
2015,9,3,3,as-02,401016
2015,9,3,3,as-03,311852
2015,9,3,3,as-04,311893
2015,9,4,4,as-01,387075
2015,9,4,4,as-02,388192
2015,9,4,4,as-03,313872
2015,9,4,4,as-04,313723
2015,9,5,5,as-01,210235
2015,9,5,5,as-02,209377
2015,9,5,5,as-03,172538
2015,9,5,5,as-04,172166
2015,9,6,6,as-01,156827
2015,9,6,6,as-02,156762
2015,9,6,6,as-03,128380
2015,9,6,6,as-04,128006
2015,9,7,0,as-01,397391
2015,9,7,0,as-02,397098
2015,9,7,0,as-03,330120
2015,9,7,0,as-04,329772
2015,9,8,1,as-01,373824
2015,9,8,1,as-02,374451
2015,9,8,1,as-03,332677
2015,9,8,1,as-04,332609
2015,9,9,2,as-01,365618
2015,9,9,2,as-02,366652
2015,9,9,2,as-03,340172
2015,9,9,2,as-04,340021
2015,9,10,3,as-01,325414
2015,9,10,3,as-02,326329
2015,9,10,3,as-03,309208
2015,9,10,3,as-04,310592
2015,9,11,4,as-01,339444
2015,9,11,4,as-02,340279
2015,9,11,4,as-03,330545
2015,9,11,4,as-04,330048
2015,9,12,5,as-01,181485
2015,9,12,5,as-02,181979
2015,9,12,5,as-03,177942
2015,9,12,5,as-04,177179
2015,9,13,6,as-01,138601
2015,9,13,6,as-02,138129
2015,9,13,6,as-03,134988
2015,9,13,6,as-04,134702
2015,9,14,0,as-01,375086
2015,9,14,0,as-02,375712
2015,9,14,0,as-03,353953
2015,9,14,0,as-04,354422
2015,9,15,1,as-01,370827
2015,9,15,1,as-02,369998
2015,9,15,1,as-03,349290
2015,9,15,1,as-04,349453
2015,9,16,2,as-01,363808
2015,9,16,2,as-02,364812
2015,9,16,2,as-03,344462
2015,9,16,2,as-04,343339
2015,9,17,3,as-01,360077
2015,9,17,3,as-02,360010
2015,9,17,3,as-03,340336
2015,9,17,3,as-04,339574
2015,9,18,4,as-01,358976
2015,9,18,4,as-02,359115
2015,9,18,4,as-03,340124
2015,9,18,4,as-04,340601
2015,9,19,5,as-01,187538
2015,9,19,5,as-02,187250
2015,9,19,5,as-03,179799
2015,9,19,5,as-04,178571
2015,9,20,6,as-01,140197
2015,9,20,6,as-02,139925
2015,9,20,6,as-03,133028
2015,9,20,6,as-04,133750
2015,9,21,0,as-01,349232
2015,9,21,0,as-02,349076
2015,9,21,0,as-03,329727
2015,9,21,0,as-04,328965
2015,9,22,1,as-01,371574
2015,9,22,1,as-02,372454
2015,9,22,1,as-03,351336
2015,9,22,1,as-04,351953
2015,9,23,2,as-01,368272
2015,9,23,2,as-02,369092
2015,9,23,2,as-03,348889
2015,9,23,2,as-04,349860
2015,9,24,3,as-01,368028
2015,9,24,3,as-02,368465
2015,9,24,3,as-03,356262
2015,9,24,3,as-04,357042
2015,9,25,4,as-01,358529
2015,9,25,4,as-02,358903
2015,9,25,4,as-03,355359
2015,9,25,4,as-04,355125
2015,9,26,5,as-01,189583
2015,9,26,5,as-02,189706
2015,9,26,5,as-03,189286
2015,9,26,5,as-04,188044
2015,9,27,6,as-01,138330
2015,9,27,6,as-02,139082
2015,9,27,6,as-03,137721
2015,9,27,6,as-04,137997
2015,9,28,0,as-01,362692
2015,9,28,0,as-02,362155
2015,9,28,0,as-03,361136
2015,9,28,0,as-04,359969
2015,9,29,1,as-01,351883
2015,9,29,1,as-02,352329
2015,9,29,1,as-03,350739
2015,9,29,1,as-04,350434
2015,9,30,2,as-01,360913
2015,9,30,2,as-02,361400
2015,9,30,2,as-03,360064
2015,9,30,2,as-04,359441
2015,10,1,3,as-01,350772
2015,10,1,3,as-02,350329
2015,10,1,3,as-03,344829
2015,10,1,3,as-04,345579
2015,10,2,4,as-01,343179
2015,10,2,4,as-02,342635
2015,10,2,4,as-03,400726
2015,10,2,4,as-04,400283
2015,10,3,5,as-01,181678
2015,10,3,5,as-02,182792
2015,10,3,5,as-03,226135
2015,10,3,5,as-04,226363
2015,10,4,6,as-01,138119
2015,10,4,6,as-02,138260
2015,10,4,6,as-03,169365
2015,10,4,6,as-04,169668
2015,10,5,0,as-01,360172
2015,10,5,0,as-02,359021
2015,10,5,0,as-03,408568
2015,10,5,0,as-04,408068
2015,10,6,1,as-01,345930
2015,10,6,1,as-02,345954
2015,10,6,1,as-03,394440
2015,10,6,1,as-04,393804
2015,10,7,2,as-01,351387
2015,10,7,2,as-02,351957
2015,10,7,2,as-03,400030
2015,10,7,2,as-04,399368
2015,10,8,3,as-01,335993
2015,10,8,3,as-02,336923
2015,10,8,3,as-03,384940
2015,10,8,3,as-04,384866
2015,10,9,4,as-01,331411
2015,10,9,4,as-02,329538
2015,10,9,4,as-03,381987
2015,10,9,4,as-04,381916
2015,10,10,5,as-01,175851
2015,10,10,5,as-02,175754
2015,10,10,5,as-03,216591
2015,10,10,5,as-04,216747
2015,10,11,6,as-01,132317
2015,10,11,6,as-02,132805
2015,10,11,6,as-03,162367
2015,10,11,6,as-04,162280
2015,10,12,0,as-01,351207
2015,10,12,0,as-02,351319
2015,10,12,0,as-03,400377
2015,10,12,0,as-04,400166
2015,10,13,1,as-01,347991
2015,10,13,1,as-02,348787
2015,10,13,1,as-03,395360
2015,10,13,1,as-04,395326
2015,10,14,2,as-01,349882
2015,10,14,2,as-02,349985
2015,10,14,2,as-03,398684
2015,10,14,2,as-04,398068
2015,10,15,3,as-01,347452
2015,10,15,3,as-02,347113
2015,10,15,3,as-03,394675
2015,10,15,3,as-04,393918
2015,10,16,4,as-01,344750
2015,10,16,4,as-02,344711
2015,10,16,4,as-03,394684
2015,10,16,4,as-04,394559
2015,10,17,5,as-01,183053
2015,10,17,5,as-02,183232
2015,10,17,5,as-03,223261
2015,10,17,5,as-04,222721
2015,10,18,6,as-01,136285
2015,10,18,6,as-02,136158
2015,10,18,6,as-03,163869
2015,10,18,6,as-04,163769
2015,10,19,0,as-01,372388
2015,10,19,0,as-02,372991
2015,10,19,0,as-03,419695
2015,10,19,0,as-04,420487
2015,10,20,1,as-01,347478
2015,10,20,1,as-02,347828
2015,10,20,1,as-03,394645
2015,10,20,1,as-04,395619
2015,10,21,2,as-01,353649
2015,10,21,2,as-02,354357
2015,10,21,2,as-03,401892
2015,10,21,2,as-04,402169
2015,10,22,3,as-01,340787
2015,10,22,3,as-02,340407
2015,10,22,3,as-03,388593
2015,10,22,3,as-04,388450
2015,10,23,4,as-01,332981
2015,10,23,4,as-02,332554
2015,10,23,4,as-03,386355
2015,10,23,4,as-04,385986
2015,10,24,5,as-01,175391
2015,10,24,5,as-02,174843
2015,10,24,5,as-03,219847
2015,10,24,5,as-04,219678
2015,10,25,6,as-01,135990
2015,10,25,6,as-02,136473
2015,10,25,6,as-03,166613
2015,10,25,6,as-04,167004
2015,10,26,0,as-01,364834
2015,10,26,0,as-02,365230
2015,10,26,0,as-03,414960
2015,10,26,0,as-04,413820
2015,10,27,1,as-01,377443
2015,10,27,1,as-02,377038
2015,10,27,1,as-03,378312
2015,10,27,1,as-04,378460
2015,10,28,2,as-01,385299
2015,10,28,2,as-02,384836
2015,10,28,2,as-03,386809
2015,10,28,2,as-04,385979
2015,10,29,3,as-01,374178
2015,10,29,3,as-02,372818
2015,10,29,3,as-03,375114
2015,10,29,3,as-04,374554
2015,10,30,4,as-01,368692
2015,10,30,4,as-02,369101
