year,month,day,week_day,host,requests
2016,6,26,6,as-03,1036995
2016,6,26,6,as-04,1035065
2016,6,27,0,as-01,1353213
2016,6,27,0,as-02,1351524
2016,6,27,0,as-03,1353468
2016,6,27,0,as-04,1354184
2016,6,28,1,as-01,1322460
2016,6,28,1,as-02,1323619
2016,6,28,1,as-03,1323518
2016,6,28,1,as-04,1325334
2016,6,29,2,as-01,1338506
2016,6,29,2,as-02,1340320
2016,6,29,2,as-03,1340368
2016,6,29,2,as-04,1342168
2016,6,30,3,as-01,1363148
2016,6,30,3,as-02,1362010
2016,6,30,3,as-03,1365390
2016,6,30,3,as-04,1362568
2016,7,1,4,as-01,1452231
2016,7,1,4,as-02,1454237
2016,7,1,4,as-03,1460240
2016,7,1,4,as-04,1462079
2016,7,2,5,as-01,1300930
2016,7,2,5,as-02,1300169
2016,7,2,5,as-03,1300859
2016,7,2,5,as-04,1300859
2016,7,3,6,as-01,1123001
2016,7,3,6,as-02,1123036
2016,7,3,6,as-03,1125243
2016,7,3,6,as-04,1126281
2016,7,4,0,as-01,1362075
2016,7,4,0,as-02,1360105
2016,7,4,0,as-03,1362712
2016,7,4,0,as-04,1362421
2016,7,5,1,as-01,1368044
2016,7,5,1,as-02,1367552
2016,7,5,1,as-03,1370577
2016,7,5,1,as-04,1371167
2016,7,6,2,as-01,1388223
2016,7,6,2,as-02,1387664
2016,7,6,2,as-03,1389333
2016,7,6,2,as-04,1389578
2016,7,7,3,as-01,1378687
2016,7,7,3,as-02,1381073
2016,7,7,3,as-03,1380751
2016,7,7,3,as-04,1381801
2016,7,8,4,as-01,1484204
2016,7,8,4,as-02,1484104
2016,7,8,4,as-03,1486764
2016,7,8,4,as-04,1485270
2016,7,9,5,as-01,1482700
2016,7,9,5,as-02,1480434
2016,7,9,5,as-03,1482699
2016,7,9,5,as-04,1481078
2016,7,10,6,as-01,1256821
2016,7,10,6,as-02,1257912
2016,7,10,6,as-03,1256652
2016,7,10,6,as-04,1258165
2016,7,11,0,as-01,1461497
2016,7,11,0,as-02,1460957
2016,7,11,0,as-03,1463121
2016,7,11,0,as-04,1462446
2016,7,12,1,as-01,1371709
2016,7,12,1,as-02,1371836
2016,7,12,1,as-03,1374044
2016,7,12,1,as-04,1372369
2016,7,13,2,as-01,1358751
2016,7,13,2,as-02,1358552
2016,7,13,2,as-03,1360023
2016,7,13,2,as-04,1360190
2016,7,14,3,as-01,1372522
2016,7,14,3,as-02,1373149
2016,7,14,3,as-03,1375610
2016,7,14,3,as-04,1374062
2016,7,15,4,as-01,1509067
2016,7,15,4,as-02,1509120
2016,7,15,4,as-03,1510602
2016,7,15,4,as-04,1509951
2016,7,16,5,as-01,1493128
2016,7,16,5,as-02,1491102
2016,7,16,5,as-03,1492676
2016,7,16,5,as-04,1492189
2016,7,17,6,as-01,1238867
2016,7,17,6,as-02,1239652
2016,7,17,6,as-03,1238592
2016,7,17,6,as-04,1239968
2016,7,18,0,as-01,1415537
2016,7,18,0,as-02,1418706
2016,7,18,0,as-03,1417614
2016,7,18,0,as-04,1419241
2016,7,19,1,as-01,1366707
2016,7,19,1,as-02,1368227
2016,7,19,1,as-03,1368327
2016,7,19,1,as-04,1369173
2016,7,20,2,as-01,1417199
2016,7,20,2,as-02,1417002
2016,7,20,2,as-03,1418614
2016,7,20,2,as-04,1418128
2016,7,21,3,as-01,1491121
2016,7,21,3,as-02,1490468
2016,7,21,3,as-03,1493296
2016,7,21,3,as-04,1491064
2016,7,22,4,as-01,1543597
2016,7,22,4,as-02,1543133
2016,7,22,4,as-03,1545394
2016,7,22,4,as-04,1543577
2016,7,23,5,as-01,1522841
2016,7,23,5,as-02,1521525
2016,7,23,5,as-03,1523037
2016,7,23,5,as-04,1521891
2016,7,24,6,as-01,1254525
2016,7,24,6,as-02,1255670
2016,7,24,6,as-03,1254971
2016,7,24,6,as-04,1255318
2016,7,25,0,as-01,1441087
2016,7,25,0,as-02,1441711
2016,7,25,0,as-03,1442430
2016,7,25,0,as-04,1443162
2016,7,26,1,as-01,1421641
2016,7,26,1,as-02,1421559
2016,7,26,1,as-03,1423653
2016,7,26,1,as-04,1422081
2016,7,27,2,as-01,1433489
2016,7,27,2,as-02,1433214
2016,7,27,2,as-03,1434558
2016,7,27,2,as-04,1434631
2016,7,28,3,as-01,1451859
2016,7,28,3,as-02,1451697
2016,7,28,3,as-03,1460016
2016,7,28,3,as-04,1459506
2016,7,29,4,as-01,1576385
2016,7,29,4,as-02,1577808
2016,7,29,4,as-03,1579046
2016,7,29,4,as-04,1578823
2016,7,30,5,as-01,1528965
2016,7,30,5,as-02,1529286
2016,7,30,5,as-03,1528902
2016,7,30,5,as-04,1529900
2016,7,31,6,as-01,1269041
2016,7,31,6,as-02,1270061
2016,7,31,6,as-03,1269372
2016,7,31,6,as-04,1269797
2016,8,1,0,as-01,1344575
2016,8,1,0,as-02,1342732
2016,8,1,0,as-03,1344030
2016,8,1,0,as-04,1343384
2016,8,2,1,as-01,1378221
2016,8,2,1,as-02,1377504
2016,8,2,1,as-03,1378405
2016,8,2,1,as-04,1380130
2016,8,3,2,as-01,1345874
2016,8,3,2,as-02,1344767
2016,8,3,2,as-03,1346426
2016,8,3,2,as-04,1346857
2016,8,4,3,as-01,1333891
2016,8,4,3,as-02,1332805
2016,8,4,3,as-03,1335100
2016,8,4,3,as-04,1333856
2016,8,5,4,as-01,1411982
2016,8,5,4,as-02,1410888
2016,8,5,4,as-03,1412202
2016,8,5,4,as-04,1413288
2016,8,6,5,as-01,1328635
2016,8,6,5,as-02,1330160
2016,8,6,5,as-03,1328807
2016,8,6,5,as-04,1330507
2016,8,7,6,as-01,1171318
2016,8,7,6,as-02,1172158
2016,8,7,6,as-03,1171603
2016,8,7,6,as-04,1171986
2016,8,8,0,as-01,1333553
2016,8,8,0,as-02,1336217
2016,8,8,0,as-03,1335111
2016,8,8,0,as-04,1337408
2016,8,9,1,as-01,1265880
2016,8,9,1,as-02,1266739
2016,8,9,1,as-03,1267397
2016,8,9,1,as-04,1267617
2016,8,10,2,as-01,1378140
2016,8,10,2,as-02,1377547
2016,8,10,2,as-03,1379309
2016,8,10,2,as-04,1379697
2016,8,11,3,as-01,1373199
2016,8,11,3,as-02,1372778
2016,8,11,3,as-03,1374290
2016,8,11,3,as-04,1374007
2016,8,12,4,as-01,1378063
2016,8,12,4,as-02,1378347
2016,8,12,4,as-03,1379036
2016,8,12,4,as-04,1379638
2016,8,13,5,as-01,1328674
2016,8,13,5,as-02,1327899
2016,8,13,5,as-03,1328817
2016,8,13,5,as-04,1328294
2016,8,14,6,as-01,1126970
2016,8,14,6,as-02,1126936
2016,8,14,6,as-03,1126571
2016,8,14,6,as-04,1127378
2016,8,15,0,as-01,1264139
2016,8,15,0,as-02,1263542
2016,8,15,0,as-03,1264868
2016,8,15,0,as-04,1264751
2016,8,16,1,as-01,1286876
2016,8,16,1,as-02,1284866
2016,8,16,1,as-03,1292175
2016,8,16,1,as-04,1291160
2016,8,17,2,as-01,1272359
2016,8,17,2,as-02,1270315
2016,8,17,2,as-03,1273245
2016,8,17,2,as-04,1271848
2016,8,18,3,as-01,1243967
2016,8,18,3,as-02,1243523
2016,8,18,3,as-03,1245386
2016,8,18,3,as-04,1245774
2016,8,19,4,as-01,1281404
2016,8,19,4,as-02,1281364
2016,8,19,4,as-03,1283516
2016,8,19,4,as-04,1281659
2016,8,20,5,as-01,1142402
2016,8,20,5,as-02,1143323
2016,8,20,5,as-03,1142522
2016,8,20,5,as-04,1143793
2016,8,21,6,as-01,977328
2016,8,21,6,as-02,978198
2016,8,21,6,as-03,977904
2016,8,21,6,as-04,977718
2016,8,22,0,as-01,1233254
2016,8,22,0,as-02,1233790
2016,8,22,0,as-03,1233616
2016,8,22,0,as-04,1236257
2016,8,23,1,as-01,1196993
2016,8,23,1,as-02,1195971
2016,8,23,1,as-03,1197138
2016,8,23,1,as-04,1198323
2016,8,24,2,as-01,1212886
2016,8,24,2,as-02,1215097
2016,8,24,2,as-03,1215189
2016,8,24,2,as-04,1217405
2016,8,25,3,as-01,1237895
2016,8,25,3,as-02,1240172
2016,8,25,3,as-03,1239985
2016,8,25,3,as-04,1240620
2016,8,26,4,as-01,1338457
2016,8,26,4,as-02,1337963
2016,8,26,4,as-03,1339597
2016,8,26,4,as-04,1339222
2016,8,27,5,as-01,1215342
2016,8,27,5,as-02,1215535
2016,8,27,5,as-03,1215929
2016,8,27,5,as-04,1215490
2016,8,28,6,as-01,1046125
2016,8,28,6,as-02,1048815
2016,8,28,6,as-03,1046830
2016,8,28,6,as-04,1048221
2016,8,29,0,as-01,1255337
2016,8,29,0,as-02,1253796
2016,8,29,0,as-03,1256261
2016,8,29,0,as-04,1255664
2016,8,30,1,as-01,1214257
2016,8,30,1,as-02,1214582
2016,8,30,1,as-03,1215921
2016,8,30,1,as-04,1215790
2016,8,31,2,as-01,1231618
2016,8,31,2,as-02,1232548
2016,8,31,2,as-03,1235011
2016,8,31,2,as-04,1235244
2016,9,1,3,as-01,1233027
2016,9,1,3,as-02,1230750
2016,9,1,3,as-03,1233489
2016,9,1,3,as-04,1233136
2016,9,2,4,as-01,1313074
2016,9,2,4,as-02,1312317
2016,9,2,4,as-03,1314877
2016,9,2,4,as-04,1314940
2016,9,3,5,as-01,1181953
2016,9,3,5,as-02,1180620
2016,9,3,5,as-03,1182338
2016,9,3,5,as-04,1180864
2016,9,4,6,as-01,960721
2016,9,4,6,as-02,960270
2016,9,4,6,as-03,960331
2016,9,4,6,as-04,960704
2016,9,5,0,as-01,1241479
2016,9,5,0,as-02,1242586
2016,9,5,0,as-03,1242355
2016,9,5,0,as-04,1244403
2016,9,6,1,as-01,1218010
2016,9,6,1,as-02,1217493
2016,9,6,1,as-03,1219353
2016,9,6,1,as-04,1218804
2016,9,7,2,as-01,1250345
2016,9,7,2,as-02,1250198
2016,9,7,2,as-03,1252464
2016,9,7,2,as-04,1250759
2016,9,8,3,as-01,1224006
2016,9,8,3,as-02,1223672
2016,9,8,3,as-03,1225193
2016,9,8,3,as-04,1224973
2016,9,9,4,as-01,1309883
2016,9,9,4,as-02,1310012
2016,9,9,4,as-03,1311966
2016,9,9,4,as-04,1310350
2016,9,10,5,as-01,1181495
2016,9,10,5,as-02,1180887
2016,9,10,5,as-03,1180495
2016,9,10,5,as-04,1182424
2016,9,11,6,as-01,994931
2016,9,11,6,as-02,996017
2016,9,11,6,as-03,994378
2016,9,11,6,as-04,996635
2016,9,12,0,as-01,1278257
2016,9,12,0,as-02,1278440
2016,9,12,0,as-03,1280245
2016,9,12,0,as-04,1278935
2016,9,13,1,as-01,1247698
2016,9,13,1,as-02,1246532
2016,9,13,1,as-03,1248188
2016,9,13,1,as-04,1248620
2016,9,14,2,as-01,1276437
2016,9,14,2,as-02,1274479
2016,9,14,2,as-03,1277378
2016,9,14,2,as-04,1276089
2016,9,15,3,as-01,1250074
2016,9,15,3,as-02,1251157
2016,9,15,3,as-03,1250920
2016,9,15,3,as-04,1252669
2016,9,16,4,as-01,1325765
2016,9,16,4,as-02,1324814
2016,9,16,4,as-03,1326367
2016,9,16,4,as-04,1326559
2016,9,17,5,as-01,1176081
2016,9,17,5,as-02,1174715
2016,9,17,5,as-03,1175616
2016,9,17,5,as-04,1175902
2016,9,18,6,as-01,933378
2016,9,18,6,as-02,932864
2016,9,18,6,as-03,933672
2016,9,18,6,as-04,932619
2016,9,19,0,as-01,1233500
2016,9,19,0,as-02,1235335
2016,9,19,0,as-03,1235615
2016,9,19,0,as-04,1235625
2016,9,20,1,as-01,1186337
2016,9,20,1,as-02,1186279
2016,9,20,1,as-03,1188027
2016,9,20,1,as-04,1186817
2016,9,21,2,as-01,1325020
2016,9,21,2,as-02,1323502
2016,9,21,2,as-03,1325254
2016,9,21,2,as-04,1325454
2016,9,22,3,as-01,1228389
2016,9,22,3,as-02,1228429
2016,9,22,3,as-03,1229430
2016,9,22,3,as-04,1229837
2016,9,23,4,as-01,1294600
2016,9,23,4,as-02,1294670
2016,9,23,4,as-03,1295601
2016,9,23,4,as-04,1295757
2016,9,24,5,as-01,1217030
2016,9,24,5,as-02,1217408
2016,9,24,5,as-03,1217456
2016,9,24,5,as-04,1217555
2016,9,25,6,as-01,1019233
2016,9,25,6,as-02,1020656
2016,9,25,6,as-03,1019429
2016,9,25,6,as-04,1020471
2016,9,26,0,as-01,1223396
2016,9,26,0,as-02,1221964
2016,9,26,0,as-03,1238741
2016,9,26,0,as-04,1252558
2016,9,27,1,as-01,1240644
2016,9,27,1,as-02,1226541
2016,9,27,1,as-03,1135237
2016,9,27,1,as-04,1132835
2016,9,28,2,as-01,1248254
2016,9,28,2,as-02,1246904
2016,9,28,2,as-03,1270444
2016,9,28,2,as-04,1269403
2016,9,29,3,as-01,1294716
2016,9,29,3,as-02,1294890
2016,9,29,3,as-03,1287223
2016,9,29,3,as-04,1287416
2016,9,30,4,as-01,1348604
2016,9,30,4,as-02,1348027
2016,9,30,4,as-03,1326919
2016,9,30,4,as-04,1326633
2016,10,1,5,as-01,1197132
2016,10,1,5,as-02,1196914
2016,10,1,5,as-03,1182611
2016,10,1,5,as-04,1182330
2016,10,2,6,as-01,966765
2016,10,2,6,as-02,968017
2016,10,2,6,as-03,956840
2016,10,2,6,as-04,958123
2016,10,3,0,as-01,1260096
2016,10,3,0,as-02,1259703
2016,10,3,0,as-03,1241310
2016,10,3,0,as-04,1241503
2016,10,4,1,as-01,1264552
2016,10,4,1,as-02,1266349
2016,10,4,1,as-03,1246600
2016,10,4,1,as-04,1248349
2016,10,5,2,as-01,1279129
2016,10,5,2,as-02,1279849
2016,10,5,2,as-03,1260060
2016,10,5,2,as-04,1260940
2016,10,6,3,as-01,1275648
2016,10,6,3,as-02,1276871
2016,10,6,3,as-03,1277753
2016,10,6,3,as-04,1277255
2016,10,7,4,as-01,1349920
2016,10,7,4,as-02,1350642
2016,10,7,4,as-03,1351170
2016,10,7,4,as-04,1351705
2016,10,8,5,as-01,1248219
2016,10,8,5,as-02,1250734
2016,10,8,5,as-03,1248098
2016,10,8,5,as-04,1251415
2016,10,9,6,as-01,1011616
2016,10,9,6,as-02,1012180
2016,10,9,6,as-03,1011107
2016,10,9,6,as-04,1012734
2016,10,10,0,as-01,1284988
2016,10,10,0,as-02,1285401
2016,10,10,0,as-03,1286519
2016,10,10,0,as-04,1286384
2016,10,11,1,as-01,1243249
2016,10,11,1,as-02,1242961
2016,10,11,1,as-03,1244847
2016,10,11,1,as-04,1243841
2016,10,12,2,as-01,1262860
2016,10,12,2,as-02,1262645
2016,10,12,2,as-03,1263779
2016,10,12,2,as-04,1263989
2016,10,13,3,as-01,1253625
2016,10,13,3,as-02,1252890
2016,10,13,3,as-03,1255170
2016,10,13,3,as-04,1253762
2016,10,14,4,as-01,1334166
2016,10,14,4,as-02,1334812
2016,10,14,4,as-03,1334950
2016,10,14,4,as-04,1336288
2016,10,15,5,as-01,1212095
2016,10,15,5,as-02,1213012
2016,10,15,5,as-03,1212169
2016,10,15,5,as-04,1213405
2016,10,16,6,as-01,1013477
2016,10,16,6,as-02,1012664
2016,10,16,6,as-03,1013803
2016,10,16,6,as-04,1012420
2016,10,17,0,as-01,1239205
2016,10,17,0,as-02,1238642
2016,10,17,0,as-03,1240900
2016,10,17,0,as-04,1239771
2016,10,18,1,as-01,1215123
2016,10,18,1,as-02,1214651
2016,10,18,1,as-03,1216259
2016,10,18,1,as-04,1216239
2016,10,19,2,as-01,1228017
2016,10,19,2,as-02,1229560
2016,10,19,2,as-03,1229116
2016,10,19,2,as-04,1230983
2016,10,20,3,as-01,1217245
2016,10,20,3,as-02,1214589
2016,10,20,3,as-03,1217819
2016,10,20,3,as-04,1216619
2016,10,21,4,as-01,1291036
2016,10,21,4,as-02,1288870
2016,10,21,4,as-03,1291983
2016,10,21,4,as-04,1290191
2016,10,22,5,as-01,1164612
2016,10,22,5,as-02,1166376
2016,10,22,5,as-03,1165596
2016,10,22,5,as-04,1165994
2016,10,23,6,as-01,871715
2016,10,23,6,as-02,870129
2016,10,23,6,as-03,871372
2016,10,23,6,as-04,870511
2016,10,24,0,as-01,1176742
2016,10,24,0,as-02,1173709
2016,10,24,0,as-03,1178186
2016,10,24,0,as-04,1175159
2016,10,25,1,as-01,1158126
2016,10,25,1,as-02,1157801
2016,10,25,1,as-03,1159489
2016,10,25,1,as-04,1159216
2016,10,26,2,as-01,1199033
2016,10,26,2,as-02,1200166
2016,10,26,2,as-03,1200953
2016,10,26,2,as-04,1200809
2016,10,27,3,as-01,1205796
2016,10,27,3,as-02,1204929
2016,10,27,3,as-03,1208263
2016,10,27,3,as-04,1205025
2016,10,28,4,as-01,1294231
2016,10,28,4,as-02,1294054
2016,10,28,4,as-03,1295743
2016,10,28,4,as-04,1295137
2016,10,29,5,as-01,1186211
2016,10,29,5,as-02,1184030
2016,10,29,5,as-03,1185517
2016,10,29,5,as-04,1185298
2016,10,30,6,as-01,967091
2016,10,30,6,as-02,966660
2016,10,30,6,as-03,966250
2016,10,30,6,as-04,967591
2016,10,31,0,as-01,1208261
2016,10,31,0,as-02,1208883
2016,10,31,0,as-03,1209604
2016,10,31,0,as-04,1210395
2016,11,1,1,as-01,1066998
2016,11,1,1,as-02,1069361
2016,11,1,1,as-03,1069502
2016,11,1,1,as-04,1068605
2016,11,2,2,as-01,1168438
2016,11,2,2,as-02,1168784
2016,11,2,2,as-03,1169852
2016,11,2,2,as-04,1170465
2016,11,3,3,as-01,1224347
2016,11,3,3,as-02,1223299
2016,11,3,3,as-03,1226536
2016,11,3,3,as-04,1223614
2016,11,4,4,as-01,1325747
2016,11,4,4,as-02,1326343
2016,11,4,4,as-03,1326273
2016,11,4,4,as-04,1328138
2016,11,5,5,as-01,1072908
2016,11,5,5,as-02,1072420
2016,11,5,5,as-03,1072567
2016,11,5,5,as-04,1073319
2016,11,6,6,as-01,814972
2016,11,6,6,as-02,813270
2016,11,6,6,as-03,815623
2016,11,6,6,as-04,812711
2016,11,7,0,as-01,1144034
2016,11,7,0,as-02,1141530
2016,11,7,0,as-03,1145269
2016,11,7,0,as-04,1143107
2016,11,8,1,as-01,1136985
2016,11,8,1,as-02,1137604
2016,11,8,1,as-03,1138235
2016,11,8,1,as-04,1138788
2016,11,9,2,as-01,1285308
2016,11,9,2,as-02,1284321
2016,11,9,2,as-03,1285530
2016,11,9,2,as-04,1286466
2016,11,10,3,as-01,1128871
2016,11,10,3,as-02,1128958
2016,11,10,3,as-03,1129911
2016,11,10,3,as-04,1130254
2016,11,11,4,as-01,1188067
2016,11,11,4,as-02,1188309
2016,11,11,4,as-03,1189244
2016,11,11,4,as-04,1189807
2016,11,12,5,as-01,1052177
2016,11,12,5,as-02,1052443
2016,11,12,5,as-03,1052355
2016,11,12,5,as-04,1052728
2016,11,13,6,as-01,788758
2016,11,13,6,as-02,789412
2016,11,13,6,as-03,788625
2016,11,13,6,as-04,789568
2016,11,14,0,as-01,1103535
2016,11,14,0,as-02,1103905
2016,11,14,0,as-03,1105032
2016,11,14,0,as-04,1104956
2016,11,15,1,as-01,1075641
2016,11,15,1,as-02,1073446
2016,11,15,1,as-03,1076224
2016,11,15,1,as-04,1075172
2016,11,16,2,as-01,1390125
2016,11,16,2,as-02,1389033
2016,11,16,2,as-03,1390504
2016,11,16,2,as-04,1391001
2016,11,17,3,as-01,1105945
2016,11,17,3,as-02,1106767
2016,11,17,3,as-03,1106765
2016,11,17,3,as-04,1108237
2016,11,18,4,as-01,1172959
2016,11,18,4,as-02,1173775
2016,11,18,4,as-03,1173432
2016,11,18,4,as-04,1175947
2016,11,19,5,as-01,1027847
2016,11,19,5,as-02,1029853
2016,11,19,5,as-03,1028989
2016,11,19,5,as-04,1029220
2016,11,20,6,as-01,820399
2016,11,20,6,as-02,820199
2016,11,20,6,as-03,820664
2016,11,20,6,as-04,819951
2016,11,21,0,as-01,1105043
2016,11,21,0,as-02,1105238
2016,11,21,0,as-03,1107121
2016,11,21,0,as-04,1105837
2016,11,22,1,as-01,1058812
2016,11,22,1,as-02,1058867
2016,11,22,1,as-03,1060975
2016,11,22,1,as-04,1059147
2016,11,23,2,as-01,1104333
2016,11,23,2,as-02,1104864
2016,11,23,2,as-03,1105293
2016,11,23,2,as-04,1106152
2016,11,24,3,as-01,1102548
2016,11,24,3,as-02,1102831
2016,11,24,3,as-03,1102785
2016,11,24,3,as-04,1104812
2016,11,25,4,as-01,1264509
2016,11,25,4,as-02,1266582
2016,11,25,4,as-03,1266453
2016,11,25,4,as-04,1266907
2016,11,26,5,as-01,1152685
2016,11,26,5,as-02,1151967
2016,11,26,5,as-03,1153014
2016,11,26,5,as-04,1152137
2016,11,27,6,as-01,898421
2016,11,27,6,as-02,897962
2016,11,27,6,as-03,898721
2016,11,27,6,as-04,897733
2016,11,28,0,as-01,1149548
2016,11,28,0,as-02,1150895
2016,11,28,0,as-03,1151562
2016,11,28,0,as-04,1151405
2016,11,29,1,as-01,1077954
2016,11,29,1,as-02,1076847
2016,11,29,1,as-03,1079182
2016,11,29,1,as-04,1078269
2016,11,30,2,as-01,1108718
2016,11,30,2,as-02,1105829
2016,11,30,2,as-03,1109199
2016,11,30,2,as-04,1107832
2016,12,1,3,as-01,1120783
2016,12,1,3,as-02,1119452
2016,12,1,3,as-03,1122364
2016,12,1,3,as-04,1120564
2016,12,2,4,as-01,1207848
2016,12,2,4,as-02,1207274
2016,12,2,4,as-03,1209486
2016,12,2,4,as-04,1208224
2016,12,3,5,as-01,1091954
2016,12,3,5,as-02,1093635
2016,12,3,5,as-03,1092556
2016,12,3,5,as-04,1093622
2016,12,4,6,as-01,841025
2016,12,4,6,as-02,842088
2016,12,4,6,as-03,841489
2016,12,4,6,as-04,841654
2016,12,5,0,as-01,1124773
2016,12,5,0,as-02,1123131
2016,12,5,0,as-03,1125571
2016,12,5,0,as-04,1125065
2016,12,6,1,as-01,1090120
2016,12,6,1,as-02,1091036
2016,12,6,1,as-03,1091054
2016,12,6,1,as-04,1092617
2016,12,7,2,as-01,1144140
2016,12,7,2,as-02,1143110
2016,12,7,2,as-03,1144940
2016,12,7,2,as-04,1144801
2016,12,8,3,as-01,1119467
2016,12,8,3,as-02,1118267
2016,12,8,3,as-03,1120799
2016,12,8,3,as-04,1118944
2016,12,9,4,as-01,1245439
2016,12,9,4,as-02,1242127
2016,12,9,4,as-03,1245648
2016,12,9,4,as-04,1244568
2016,12,10,5,as-01,1148130
2016,12,10,5,as-02,1148762
2016,12,10,5,as-03,1149268
2016,12,10,5,as-04,1148120
2016,12,11,6,as-01,891517
2016,12,11,6,as-02,891551
2016,12,11,6,as-03,892290
2016,12,11,6,as-04,890792
2016,12,12,0,as-01,1127583
2016,12,12,0,as-02,1125568
2016,12,12,0,as-03,1128424
2016,12,12,0,as-04,1127709
2016,12,13,1,as-01,1113564
2016,12,13,1,as-02,1112776
2016,12,13,1,as-03,1115405
2016,12,13,1,as-04,1113553
2016,12,14,2,as-01,1128990
2016,12,14,2,as-02,1130974
2016,12,14,2,as-03,1129689
2016,12,14,2,as-04,1132741
2016,12,15,3,as-01,1136025
2016,12,15,3,as-02,1136660
2016,12,15,3,as-03,1138161
2016,12,15,3,as-04,1136975
2016,12,16,4,as-01,1233419
2016,12,16,4,as-02,1234235
2016,12,16,4,as-03,1235050
2016,12,16,4,as-04,1234958
2016,12,17,5,as-01,1153746
2016,12,17,5,as-02,1154881
2016,12,17,5,as-03,1154892
2016,12,17,5,as-04,1154245
2016,12,18,6,as-01,875547
2016,12,18,6,as-02,876043
2016,12,18,6,as-03,875705
2016,12,18,6,as-04,875924
2016,12,19,0,as-01,1146609
2016,12,19,0,as-02,1146404
2016,12,19,0,as-03,1148818
2016,12,19,0,as-04,1146807
2016,12,20,1,as-01,1118986
2016,12,20,1,as-02,1120443
2016,12,20,1,as-03,1121340
2016,12,20,1,as-04,1120803
2016,12,21,2,as-01,1178627
2016,12,21,2,as-02,1178163
2016,12,21,2,as-03,1180566
2016,12,21,2,as-04,1180174
2016,12,22,3,as-01,1237433
2016,12,22,3,as-02,1236070
2016,12,22,3,as-03,1239236
2016,12,22,3,as-04,1236780
2016,12,23,4,as-01,1377978
2016,12,23,4,as-02,1378224
2016,12,23,4,as-03,1379383
2016,12,23,4,as-04,1379049
2016,12,24,5,as-01,1113159
2016,12,24,5,as-02,1113885
2016,12,24,5,as-03,1113240
2016,12,24,5,as-04,1114294
2016,12,25,6,as-01,848691
2016,12,25,6,as-02,849636
2016,12,25,6,as-03,849288
2016,12,25,6,as-04,849087
2016,12,26,0,as-01,929122
2016,12,26,0,as-02,928558
2016,12,26,0,as-03,929158
2016,12,26,0,as-04,928652
2016,12,27,1,as-01,1115929
2016,12,27,1,as-02,1114569
2016,12,27,1,as-03,1117103
2016,12,27,1,as-04,1115289
2016,12,28,2,as-01,1124822
2016,12,28,2,as-02,1125063
2016,12,28,2,as-03,1126175
2016,12,28,2,as-04,1125631
2016,12,29,3,as-01,1102473
2016,12,29,3,as-02,1102489
2016,12,29,3,as-03,1103929
2016,12,29,3,as-04,1103044
2016,12,30,4,as-01,1131989
2016,12,30,4,as-02,1132130
2016,12,30,4,as-03,1132978
2016,12,30,4,as-04,1132957
2016,12,31,5,as-01,1016978
2016,12,31,5,as-02,1017291
2016,12,31,5,as-03,1017254
2016,12,31,5,as-04,1017411
2017,1,1,6,as-01,949639
2017,1,1,6,as-02,949172
2017,1,1,6,as-03,949097
2017,1,1,6,as-04,949741
2017,1,2,0,as-01,975776
2017,1,2,0,as-02,974356
2017,1,2,0,as-03,975996
2017,1,2,0,as-04,974400
2017,1,3,1,as-01,1040633
2017,1,3,1,as-02,1041465
2017,1,3,1,as-03,1041871
2017,1,3,1,as-04,1042807
2017,1,4,2,as-01,1030767
2017,1,4,2,as-02,1030427
2017,1,4,2,as-03,1031970
2017,1,4,2,as-04,1031481
2017,1,5,3,as-01,1018117
2017,1,5,3,as-02,1019446
2017,1,5,3,as-03,1019495
2017,1,5,3,as-04,1020231
2017,1,6,4,as-01,1022233
2017,1,6,4,as-02,1020656
2017,1,6,4,as-03,1021734
2017,1,6,4,as-04,1022962
2017,1,7,5,as-01,968890
2017,1,7,5,as-02,969297
2017,1,7,5,as-03,968414
2017,1,7,5,as-04,970215
2017,1,8,6,as-01,759519
2017,1,8,6,as-02,758083
2017,1,8,6,as-03,759375
2017,1,8,6,as-04,758344
2017,1,9,0,as-01,1037646
2017,1,9,0,as-02,1037444
2017,1,9,0,as-03,1038776
2017,1,9,0,as-04,1038907
2017,1,10,1,as-01,989964
2017,1,10,1,as-02,990807
2017,1,10,1,as-03,991100
2017,1,10,1,as-04,992026
2017,1,11,2,as-01,1023314
2017,1,11,2,as-02,1022203
2017,1,11,2,as-03,1023741
2017,1,11,2,as-04,1024096
2017,1,12,3,as-01,1009371
2017,1,12,3,as-02,1008072
2017,1,12,3,as-03,1010428
2017,1,12,3,as-04,1009358
2017,1,13,4,as-01,1075771
2017,1,13,4,as-02,1075574
2017,1,13,4,as-03,1075912
2017,1,13,4,as-04,1077451
2017,1,14,5,as-01,948635
2017,1,14,5,as-02,948439
2017,1,14,5,as-03,949114
2017,1,14,5,as-04,948476
2017,1,15,6,as-01,746386
2017,1,15,6,as-02,747271
2017,1,15,6,as-03,747100
2017,1,15,6,as-04,746628
2017,1,16,0,as-01,1017499
2017,1,16,0,as-02,1017352
2017,1,16,0,as-03,1018384
2017,1,16,0,as-04,1018935
2017,1,17,1,as-01,983724
2017,1,17,1,as-02,981193
2017,1,17,1,as-03,985025
2017,1,17,1,as-04,982194
2017,1,18,2,as-01,1005273
2017,1,18,2,as-02,1004736
2017,1,18,2,as-03,1006204
2017,1,18,2,as-04,1006110
2017,1,19,3,as-01,985894
2017,1,19,3,as-02,985848
