year,month,day,week_day,hour,requests
2015,12,21,0,3,36521
2015,12,21,0,4,36786
2015,12,21,0,5,45557
2015,12,21,0,6,74309
2015,12,21,0,7,128932
2015,12,21,0,8,221731
2015,12,21,0,9,306172
2015,12,21,0,10,355837
2015,12,21,0,11,381808
2015,12,21,0,12,338054
2015,12,21,0,13,358029
2015,12,21,0,14,380015
2015,12,21,0,15,385289
2015,12,21,0,16,404264
2015,12,21,0,17,391246
2015,12,21,0,18,333228
2015,12,21,0,19,275442
2015,12,21,0,20,280375
2015,12,21,0,21,170779
2015,12,21,0,22,131140
2015,12,21,0,23,95225
2015,12,22,1,0,69006
2015,12,22,1,1,52661
2015,12,22,1,2,43959
2015,12,22,1,3,42138
2015,12,22,1,4,42012
2015,12,22,1,5,49125
2015,12,22,1,6,75334
2015,12,22,1,7,127262
2015,12,22,1,8,218769
2015,12,22,1,9,304014
2015,12,22,1,10,357013
2015,12,22,1,11,381334
2015,12,22,1,12,344734
2015,12,22,1,13,364892
2015,12,22,1,14,384764
2015,12,22,1,15,393932
2015,12,22,1,16,410613
2015,12,22,1,17,396451
2015,12,22,1,18,344614
2015,12,22,1,19,287743
2015,12,22,1,20,236309
2015,12,22,1,21,184644
2015,12,22,1,22,144943
2015,12,22,1,23,110809
2015,12,23,2,0,81166
2015,12,23,2,1,60041
2015,12,23,2,2,54041
2015,12,23,2,3,50386
2015,12,23,2,4,49393
2015,12,23,2,5,55982
2015,12,23,2,6,78412
2015,12,23,2,7,124334
2015,12,23,2,8,214187
2015,12,23,2,9,305449
2015,12,23,2,10,361678
2015,12,23,2,11,392340
2015,12,23,2,12,363446
2015,12,23,2,13,380198
2015,12,23,2,14,412421
2015,12,23,2,15,424442
2015,12,23,2,16,433600
2015,12,23,2,17,419218
2015,12,23,2,18,369813
2015,12,23,2,19,319016
2015,12,23,2,20,306037
2015,12,23,2,21,213314
2015,12,23,2,22,172485
2015,12,23,2,23,137140
2015,12,24,3,0,109117
2015,12,24,3,1,79770
2015,12,24,3,2,65096
2015,12,24,3,3,58541
2015,12,24,3,4,55786
2015,12,24,3,5,58145
2015,12,24,3,6,71460
2015,12,24,3,7,104297
2015,12,24,3,8,180087
2015,12,24,3,9,277032
2015,12,24,3,10,352399
2015,12,24,3,11,388216
2015,12,24,3,12,372508
2015,12,24,3,13,370823
2015,12,24,3,14,374400
2015,12,24,3,15,371919
2015,12,24,3,16,361271
2015,12,24,3,17,327725
2015,12,24,3,18,279184
2015,12,24,3,19,240411
2015,12,24,3,20,204096
2015,12,24,3,21,179095
2015,12,24,3,22,164169
2015,12,24,3,23,146747
2015,12,25,4,0,125774
2015,12,25,4,1,95485
2015,12,25,4,2,69578
2015,12,25,4,3,55066
2015,12,25,4,4,49049
2015,12,25,4,5,46433
2015,12,25,4,6,48402
2015,12,25,4,7,59115
2015,12,25,4,8,91716
2015,12,25,4,9,153047
2015,12,25,4,10,219313
2015,12,25,4,11,272899
2015,12,25,4,12,276120
2015,12,25,4,13,265994
2015,12,25,4,14,263345
2015,12,25,4,15,266116
2015,12,25,4,16,271352
2015,12,25,4,17,268207
2015,12,25,4,18,248222
2015,12,25,4,19,224548
2015,12,25,4,20,199749
2015,12,25,4,21,176706
2015,12,25,4,22,155066
2015,12,25,4,23,126389
2015,12,26,5,0,94449
2015,12,26,5,1,71859
2015,12,26,5,2,59422
2015,12,26,5,3,52732
2015,12,26,5,4,47826
2015,12,26,5,5,48349
2015,12,26,5,6,52730
2015,12,26,5,7,65926
2015,12,26,5,8,103419
2015,12,26,5,9,171314
2015,12,26,5,10,246929
2015,12,26,5,11,299719
2015,12,26,5,12,307107
2015,12,26,5,13,309876
2015,12,26,5,14,319457
2015,12,26,5,15,324437
2015,12,26,5,16,321751
2015,12,26,5,17,304984
2015,12,26,5,18,271636
2015,12,26,5,19,240289
2015,12,26,5,20,211296
2015,12,26,5,21,181508
2015,12,26,5,22,157951
2015,12,26,5,23,131340
2015,12,27,6,0,105498
2015,12,27,6,1,82738
2015,12,27,6,2,68692
2015,12,27,6,3,58856
2015,12,27,6,4,53984
2015,12,27,6,5,52193
2015,12,27,6,6,54614
2015,12,27,6,7,64820
2015,12,27,6,8,96732
2015,12,27,6,9,160542
2015,12,27,6,10,228167
2015,12,27,6,11,282483
2015,12,27,6,12,295534
2015,12,27,6,13,303086
2015,12,27,6,14,315792
2015,12,27,6,15,323632
2015,12,27,6,16,319875
2015,12,27,6,17,302656
2015,12,27,6,18,271498
2015,12,27,6,19,244579
2015,12,27,6,20,211248
2015,12,27,6,21,175014
2015,12,27,6,22,145211
2015,12,27,6,23,110709
2015,12,28,0,0,83370
2015,12,28,0,1,61787
2015,12,28,0,2,50905
2015,12,28,0,3,46486
2015,12,28,0,4,46891
2015,12,28,0,5,51505
2015,12,28,0,6,66574
2015,12,28,0,7,94332
2015,12,28,0,8,168375
2015,12,28,0,9,263099
2015,12,28,0,10,339442
2015,12,28,0,11,377960
2015,12,28,0,12,360956
2015,12,28,0,13,378107
2015,12,28,0,14,400985
2015,12,28,0,15,409756
2015,12,28,0,16,402649
2015,12,28,0,17,372166
2015,12,28,0,18,319681
2015,12,28,0,19,266442
2015,12,28,0,20,252554
2015,12,28,0,21,180409
2015,12,28,0,22,146229
2015,12,28,0,23,112802
2015,12,29,1,0,84132
2015,12,29,1,1,64304
2015,12,29,1,2,54243
2015,12,29,1,3,49398
2015,12,29,1,4,48026
2015,12,29,1,5,50935
2015,12,29,1,6,63108
2015,12,29,1,7,90325
2015,12,29,1,8,157018
2015,12,29,1,9,248515
2015,12,29,1,10,324576
2015,12,29,1,11,367872
2015,12,29,1,12,354711
2015,12,29,1,13,366533
2015,12,29,1,14,385347
2015,12,29,1,15,391973
2015,12,29,1,16,387061
2015,12,29,1,17,364521
2015,12,29,1,18,316141
2015,12,29,1,19,267117
2015,12,29,1,20,223679
2015,12,29,1,21,180625
2015,12,29,1,22,147270
2015,12,29,1,23,114832
2015,12,30,2,0,87948
2015,12,30,2,1,68682
2015,12,30,2,2,58320
2015,12,30,2,3,51880
2015,12,30,2,4,50933
2015,12,30,2,5,52731
2015,12,30,2,6,65642
2015,12,30,2,7,91736
2015,12,30,2,8,158993
2015,12,30,2,9,249129
2015,12,30,2,10,327964
2015,12,30,2,11,365484
2015,12,30,2,12,349663
2015,12,30,2,13,366991
2015,12,30,2,14,385625
2015,12,30,2,15,391723
2015,12,30,2,16,388078
2015,12,30,2,17,358668
2015,12,30,2,18,313263
2015,12,30,2,19,265915
2015,12,30,2,20,223728
2015,12,30,2,21,180017
2015,12,30,2,22,148619
2015,12,30,2,23,115370
2015,12,31,3,0,87081
2015,12,31,3,1,64780
2015,12,31,3,2,56295
2015,12,31,3,3,50739
2015,12,31,3,4,48180
2015,12,31,3,5,50684
2015,12,31,3,6,59064
2015,12,31,3,7,78885
2015,12,31,3,8,131355
2015,12,31,3,9,211365
2015,12,31,3,10,287209
2015,12,31,3,11,331614
2015,12,31,3,12,327539
2015,12,31,3,13,333736
2015,12,31,3,14,339067
2015,12,31,3,15,336333
2015,12,31,3,16,330198
2015,12,31,3,17,310304
2015,12,31,3,18,274951
2015,12,31,3,19,254378
2015,12,31,3,20,221549
2015,12,31,3,21,194741
2015,12,31,3,22,182706
2015,12,31,3,23,195119
2016,1,1,4,0,303738
2016,1,1,4,1,179334
2016,1,1,4,2,135430
2016,1,1,4,3,105423
2016,1,1,4,4,80324
2016,1,1,4,5,66378
2016,1,1,4,6,59989
2016,1,1,4,7,57796
2016,1,1,4,8,73248
2016,1,1,4,9,113579
2016,1,1,4,10,173094
2016,1,1,4,11,224230
2016,1,1,4,12,240834
2016,1,1,4,13,255087
2016,1,1,4,14,263065
2016,1,1,4,15,267512
2016,1,1,4,16,273310
2016,1,1,4,17,266960
2016,1,1,4,18,246467
2016,1,1,4,19,221060
2016,1,1,4,20,192629
2016,1,1,4,21,162528
2016,1,1,4,22,137900
2016,1,1,4,23,108932
2016,1,2,5,0,84837
2016,1,2,5,1,66494
2016,1,2,5,2,56827
2016,1,2,5,3,50995
2016,1,2,5,4,49583
2016,1,2,5,5,49944
2016,1,2,5,6,55439
2016,1,2,5,7,69093
2016,1,2,5,8,107656
2016,1,2,5,9,175675
2016,1,2,5,10,249424
2016,1,2,5,11,295999
2016,1,2,5,12,303765
2016,1,2,5,13,313761
2016,1,2,5,14,324753
2016,1,2,5,15,326458
2016,1,2,5,16,323247
2016,1,2,5,17,310284
2016,1,2,5,18,278212
2016,1,2,5,19,248637
2016,1,2,5,20,214892
2016,1,2,5,21,190610
2016,1,2,5,22,165639
2016,1,2,5,23,135900
2016,1,3,6,0,110128
2016,1,3,6,1,88948
2016,1,3,6,2,80842
2016,1,3,6,3,70143
2016,1,3,6,4,63505
2016,1,3,6,5,60424
2016,1,3,6,6,64848
2016,1,3,6,7,68708
2016,1,3,6,8,93157
2016,1,3,6,9,137688
2016,1,3,6,10,192750
2016,1,3,6,11,232531
2016,1,3,6,12,245243
2016,1,3,6,13,254372
2016,1,3,6,14,257147
2016,1,3,6,15,260972
2016,1,3,6,16,262918
2016,1,3,6,17,256389
2016,1,3,6,18,234644
2016,1,3,6,19,210571
2016,1,3,6,20,184755
2016,1,3,6,21,147424
2016,1,3,6,22,115086
2016,1,3,6,23,84795
2016,1,4,0,0,62246
2016,1,4,0,1,48786
2016,1,4,0,2,42090
2016,1,4,0,3,39765
2016,1,4,0,4,40401
2016,1,4,0,5,47995
2016,1,4,0,6,76328
2016,1,4,0,7,127824
2016,1,4,0,8,205814
2016,1,4,0,9,274435
2016,1,4,0,10,318862
2016,1,4,0,11,344537
2016,1,4,0,12,307680
2016,1,4,0,13,321753
2016,1,4,0,14,345897
2016,1,4,0,15,345046
2016,1,4,0,16,358481
2016,1,4,0,17,345585
2016,1,4,0,18,291045
2016,1,4,0,19,242797
2016,1,4,0,20,246941
2016,1,4,0,21,151869
2016,1,4,0,22,115291
2016,1,4,0,23,81542
2016,1,5,1,0,59950
2016,1,5,1,1,45720
2016,1,5,1,2,40451
2016,1,5,1,3,37021
2016,1,5,1,4,38138
2016,1,5,1,5,44190
2016,1,5,1,6,71600
2016,1,5,1,7,123130
2016,1,5,1,8,195776
2016,1,5,1,9,269666
2016,1,5,1,10,311127
2016,1,5,1,11,330304
2016,1,5,1,12,293561
2016,1,5,1,13,316035
2016,1,5,1,14,334467
2016,1,5,1,15,341765
2016,1,5,1,16,353058
2016,1,5,1,17,345628
2016,1,5,1,18,295804
2016,1,5,1,19,242023
2016,1,5,1,20,194749
2016,1,5,1,21,148716
2016,1,5,1,22,114033
2016,1,5,1,23,79356
2016,1,6,2,0,58999
2016,1,6,2,1,43354
2016,1,6,2,2,37818
2016,1,6,2,3,33635
2016,1,6,2,4,33945
2016,1,6,2,5,40168
2016,1,6,2,6,64436
2016,1,6,2,7,110755
2016,1,6,2,8,179448
2016,1,6,2,9,248999
2016,1,6,2,10,288627
2016,1,6,2,11,310917
2016,1,6,2,12,282204
2016,1,6,2,13,302272
2016,1,6,2,14,322787
2016,1,6,2,15,323462
2016,1,6,2,16,336423
2016,1,6,2,17,327965
2016,1,6,2,18,283130
2016,1,6,2,19,231603
2016,1,6,2,20,235668
2016,1,6,2,21,146191
2016,1,6,2,22,110747
2016,1,6,2,23,78190
2016,1,7,3,0,55133
2016,1,7,3,1,42119
2016,1,7,3,2,35651
2016,1,7,3,3,34648
2016,1,7,3,4,34895
2016,1,7,3,5,42816
2016,1,7,3,6,72462
2016,1,7,3,7,125089
2016,1,7,3,8,201256
2016,1,7,3,9,271349
2016,1,7,3,10,310347
2016,1,7,3,11,330780
2016,1,7,3,12,288950
2016,1,7,3,13,316287
2016,1,7,3,14,332068
2016,1,7,3,15,337497
2016,1,7,3,16,350495
2016,1,7,3,17,341804
2016,1,7,3,18,296375
2016,1,7,3,19,242069
2016,1,7,3,20,196499
2016,1,7,3,21,149751
2016,1,7,3,22,112736
2016,1,7,3,23,79918
2016,1,8,4,0,56895
2016,1,8,4,1,44137
2016,1,8,4,2,37223
2016,1,8,4,3,34775
2016,1,8,4,4,34738
2016,1,8,4,5,40964
2016,1,8,4,6,66622
2016,1,8,4,7,117688
2016,1,8,4,8,192205
2016,1,8,4,9,266628
2016,1,8,4,10,302430
2016,1,8,4,11,324924
2016,1,8,4,12,288875
2016,1,8,4,13,316281
2016,1,8,4,14,338021
2016,1,8,4,15,344224
2016,1,8,4,16,362913
2016,1,8,4,17,350829
2016,1,8,4,18,309549
2016,1,8,4,19,259469
2016,1,8,4,20,211596
2016,1,8,4,21,165038
2016,1,8,4,22,137132
2016,1,8,4,23,107375
2016,1,9,5,0,80237
2016,1,9,5,1,60194
2016,1,9,5,2,49223
2016,1,9,5,3,43774
2016,1,9,5,4,40537
2016,1,9,5,5,39786
2016,1,9,5,6,47381
2016,1,9,5,7,65623
2016,1,9,5,8,110548
2016,1,9,5,9,179973
2016,1,9,5,10,247857
2016,1,9,5,11,289801
2016,1,9,5,12,291130
2016,1,9,5,13,301299
2016,1,9,5,14,306751
2016,1,9,5,15,309640
2016,1,9,5,16,306223
2016,1,9,5,17,296261
2016,1,9,5,18,262111
2016,1,9,5,19,230516
2016,1,9,5,20,196134
2016,1,9,5,21,170892
2016,1,9,5,22,147655
2016,1,9,5,23,121409
2016,1,10,6,0,95860
2016,1,10,6,1,75096
2016,1,10,6,2,62384
2016,1,10,6,3,54009
2016,1,10,6,4,49761
2016,1,10,6,5,46224
2016,1,10,6,6,47957
2016,1,10,6,7,54122
2016,1,10,6,8,76459
2016,1,10,6,9,118580
2016,1,10,6,10,165621
2016,1,10,6,11,201250
2016,1,10,6,12,215519
2016,1,10,6,13,218528
2016,1,10,6,14,225303
2016,1,10,6,15,228961
2016,1,10,6,16,236265
2016,1,10,6,17,237041
2016,1,10,6,18,222171
2016,1,10,6,19,202287
2016,1,10,6,20,177392
2016,1,10,6,21,138755
2016,1,10,6,22,102564
2016,1,10,6,23,71125
2016,1,11,0,0,50453
2016,1,11,0,1,37133
2016,1,11,0,2,31918
2016,1,11,0,3,30508
2016,1,11,0,4,31776
2016,1,11,0,5,43417
2016,1,11,0,6,84125
2016,1,11,0,7,149648
2016,1,11,0,8,236180
2016,1,11,0,9,289599
2016,1,11,0,10,318323
2016,1,11,0,11,331763
2016,1,11,0,12,288340
2016,1,11,0,13,308100
2016,1,11,0,14,326182
2016,1,11,0,15,332063
2016,1,11,0,16,354410
2016,1,11,0,17,349121
2016,1,11,0,18,290928
2016,1,11,0,19,235063
2016,1,11,0,20,219866
2016,1,11,0,21,141334
2016,1,11,0,22,102896
2016,1,11,0,23,71020
2016,1,12,1,0,51211
2016,1,12,1,1,41357
2016,1,12,1,2,35963
2016,1,12,1,3,32236
2016,1,12,1,4,32659
2016,1,12,1,5,41695
2016,1,12,1,6,76958
2016,1,12,1,7,138445
2016,1,12,1,8,213594
2016,1,12,1,9,276271
2016,1,12,1,10,303981
2016,1,12,1,11,315998
2016,1,12,1,12,278894
2016,1,12,1,13,304958
2016,1,12,1,14,316468
2016,1,12,1,15,326456
2016,1,12,1,16,353671
2016,1,12,1,17,349376
2016,1,12,1,18,296374
2016,1,12,1,19,239375
2016,1,12,1,20,192368
2016,1,12,1,21,143488
2016,1,12,1,22,107174
2016,1,12,1,23,74609
2016,1,13,2,0,54335
2016,1,13,2,1,41192
2016,1,13,2,2,35826
2016,1,13,2,3,33617
2016,1,13,2,4,34992
2016,1,13,2,5,44099
2016,1,13,2,6,78949
2016,1,13,2,7,136773
2016,1,13,2,8,208429
2016,1,13,2,9,272399
2016,1,13,2,10,302720
2016,1,13,2,11,320038
2016,1,13,2,12,290020
2016,1,13,2,13,310235
2016,1,13,2,14,329991
2016,1,13,2,15,331980
2016,1,13,2,16,350995
2016,1,13,2,17,348699
2016,1,13,2,18,294415
2016,1,13,2,19,244332
2016,1,13,2,20,227434
2016,1,13,2,21,142835
2016,1,13,2,22,103900
2016,1,13,2,23,71104
2016,1,14,3,0,53603
2016,1,14,3,1,36412
2016,1,14,3,2,32351
2016,1,14,3,3,28464
2016,1,14,3,4,29534
2016,1,14,3,5,38175
2016,1,14,3,6,72653
2016,1,14,3,7,132289
2016,1,14,3,8,209250
2016,1,14,3,9,272815
2016,1,14,3,10,299456
2016,1,14,3,11,311714
2016,1,14,3,12,277353
2016,1,14,3,13,297514
2016,1,14,3,14,312325
2016,1,14,3,15,320205
2016,1,14,3,16,344743
2016,1,14,3,17,343395
2016,1,14,3,18,296357
2016,1,14,3,19,241212
2016,1,14,3,20,196085
2016,1,14,3,21,146643
2016,1,14,3,22,106925
2016,1,14,3,23,73993
2016,1,15,4,0,53095
2016,1,15,4,1,37883
2016,1,15,4,2,33532
2016,1,15,4,3,31628
2016,1,15,4,4,32090
2016,1,15,4,5,40429
2016,1,15,4,6,74854
2016,1,15,4,7,134373
2016,1,15,4,8,210871
2016,1,15,4,9,273562
2016,1,15,4,10,303493
2016,1,15,4,11,321295
2016,1,15,4,12,290711
2016,1,15,4,13,310939
2016,1,15,4,14,326730
2016,1,15,4,15,340649
2016,1,15,4,16,362099
2016,1,15,4,17,352986
2016,1,15,4,18,311071
2016,1,15,4,19,262226
2016,1,15,4,20,209993
2016,1,15,4,21,164274
2016,1,15,4,22,134132
2016,1,15,4,23,102922
2016,1,16,5,0,75052
2016,1,16,5,1,55032
2016,1,16,5,2,44609
2016,1,16,5,3,38135
2016,1,16,5,4,35768
2016,1,16,5,5,35019
2016,1,16,5,6,43245
2016,1,16,5,7,60886
2016,1,16,5,8,110675
2016,1,16,5,9,184776
2016,1,16,5,10,251124
2016,1,16,5,11,293072
2016,1,16,5,12,298105
2016,1,16,5,13,295648
2016,1,16,5,14,302535
2016,1,16,5,15,304164
2016,1,16,5,16,300707
2016,1,16,5,17,286918
2016,1,16,5,18,252977
2016,1,16,5,19,219032
2016,1,16,5,20,186933
2016,1,16,5,21,156966
2016,1,16,5,22,133331
2016,1,16,5,23,106790
2016,1,17,6,0,84152
2016,1,17,6,1,63471
2016,1,17,6,2,50955
2016,1,17,6,3,43243
2016,1,17,6,4,37942
2016,1,17,6,5,35015
2016,1,17,6,6,37521
2016,1,17,6,7,45642
2016,1,17,6,8,72967
2016,1,17,6,9,122546
2016,1,17,6,10,173823
2016,1,17,6,11,209724
2016,1,17,6,12,221609
2016,1,17,6,13,229191
2016,1,17,6,14,232568
2016,1,17,6,15,233814
2016,1,17,6,16,234829
2016,1,17,6,17,232906
2016,1,17,6,18,217444
2016,1,17,6,19,194256
2016,1,17,6,20,167101
2016,1,17,6,21,128118
2016,1,17,6,22,92619
2016,1,17,6,23,65021
2016,1,18,0,0,44220
2016,1,18,0,1,33482
2016,1,18,0,2,29547
2016,1,18,0,3,27389
2016,1,18,0,4,29075
2016,1,18,0,5,40732
2016,1,18,0,6,80977
2016,1,18,0,7,146367
2016,1,18,0,8,229578
2016,1,18,0,9,289701
2016,1,18,0,10,310802
2016,1,18,0,11,321242
2016,1,18,0,12,283907
2016,1,18,0,13,304091
2016,1,18,0,14,317497
2016,1,18,0,15,321681
2016,1,18,0,16,344091
2016,1,18,0,17,339450
2016,1,18,0,18,278830
2016,1,18,0,19,224246
2016,1,18,0,20,209325
2016,1,18,0,21,131381
2016,1,18,0,22,93948
2016,1,18,0,23,59809
2016,1,19,1,0,40553
2016,1,19,1,1,31938
2016,1,19,1,2,26280
2016,1,19,1,3,26319
2016,1,19,1,4,25269
2016,1,19,1,5,34797
2016,1,19,1,6,70993
2016,1,19,1,7,136696
2016,1,19,1,8,214250
2016,1,19,1,9,274557
2016,1,19,1,10,297538
2016,1,19,1,11,308603
2016,1,19,1,12,272562
2016,1,19,1,13,294795
2016,1,19,1,14,304892
2016,1,19,1,15,317171
2016,1,19,1,16,341433
2016,1,19,1,17,335817
2016,1,19,1,18,285831
2016,1,19,1,19,229336
2016,1,19,1,20,182224
2016,1,19,1,21,133898
2016,1,19,1,22,95089
2016,1,19,1,23,62856
2016,1,20,2,0,41923
2016,1,20,2,1,31017
2016,1,20,2,2,26347
2016,1,20,2,3,25438
2016,1,20,2,4,27120
2016,1,20,2,5,37726
2016,1,20,2,6,73476
2016,1,20,2,7,134007
2016,1,20,2,8,210385
2016,1,20,2,9,275538
2016,1,20,2,10,304535
2016,1,20,2,11,320143
2016,1,20,2,12,288322
2016,1,20,2,13,307262
2016,1,20,2,14,330120
2016,1,20,2,15,327265
2016,1,20,2,16,346681
2016,1,20,2,17,341861
2016,1,20,2,18,286790
2016,1,20,2,19,233362
2016,1,20,2,20,227087
2016,1,20,2,21,137607
2016,1,20,2,22,98448
2016,1,20,2,23,65558
2016,1,21,3,0,43872
2016,1,21,3,1,32688
2016,1,21,3,2,26992
2016,1,21,3,3,25812
2016,1,21,3,4,26751
2016,1,21,3,5,36427
2016,1,21,3,6,72441
2016,1,21,3,7,132519
2016,1,21,3,8,213653
2016,1,21,3,9,271717
2016,1,21,3,10,304481
2016,1,21,3,11,314468
2016,1,21,3,12,284641
2016,1,21,3,13,305379
2016,1,21,3,14,318721
2016,1,21,3,15,325427
2016,1,21,3,16,349681
2016,1,21,3,17,349526
2016,1,21,3,18,300499
2016,1,21,3,19,245321
2016,1,21,3,20,196563
2016,1,21,3,21,146076
2016,1,21,3,22,106015
2016,1,21,3,23,71271
2016,1,22,4,0,53169
2016,1,22,4,1,43633
2016,1,22,4,2,41560
2016,1,22,4,3,36177
2016,1,22,4,4,30400
2016,1,22,4,5,40694
2016,1,22,4,6,74765
2016,1,22,4,7,135133
2016,1,22,4,8,217128
2016,1,22,4,9,281354
2016,1,22,4,10,312332
2016,1,22,4,11,330673
2016,1,22,4,12,302647
2016,1,22,4,13,323675
2016,1,22,4,14,338418
2016,1,22,4,15,352829
2016,1,22,4,16,371889
2016,1,22,4,17,361457
2016,1,22,4,18,320882
2016,1,22,4,19,270430
2016,1,22,4,20,217764
2016,1,22,4,21,170319
2016,1,22,4,22,135793
2016,1,22,4,23,102033
2016,1,23,5,0,73904
2016,1,23,5,1,52257
2016,1,23,5,2,42739
2016,1,23,5,3,36710
2016,1,23,5,4,34057
2016,1,23,5,5,33939
2016,1,23,5,6,41404
2016,1,23,5,7,62102
2016,1,23,5,8,115293
2016,1,23,5,9,193789
2016,1,23,5,10,262024
2016,1,23,5,11,303472
2016,1,23,5,12,307974
2016,1,23,5,13,309664
2016,1,23,5,14,318655
2016,1,23,5,15,322616
2016,1,23,5,16,315018
2016,1,23,5,17,299380
2016,1,23,5,18,268549
2016,1,23,5,19,229338
2016,1,23,5,20,188291
2016,1,23,5,21,155718
2016,1,23,5,22,134319
2016,1,23,5,23,110930
2016,1,24,6,0,86023
2016,1,24,6,1,61855
2016,1,24,6,2,49314
2016,1,24,6,3,40971
2016,1,24,6,4,36379
2016,1,24,6,5,33914
2016,1,24,6,6,36244
2016,1,24,6,7,47298
2016,1,24,6,8,78652
2016,1,24,6,9,131435
2016,1,24,6,10,188436
2016,1,24,6,11,232288
2016,1,24,6,12,242964
2016,1,24,6,13,246449
2016,1,24,6,14,249866
2016,1,24,6,15,251096
2016,1,24,6,16,250100
2016,1,24,6,17,248914
2016,1,24,6,18,232988
2016,1,24,6,19,205702
2016,1,24,6,20,174833
2016,1,24,6,21,133087
2016,1,24,6,22,94219
2016,1,24,6,23,64444
2016,1,25,0,0,44399
2016,1,25,0,1,32311
2016,1,25,0,2,28183
2016,1,25,0,3,26716
2016,1,25,0,4,28990
2016,1,25,0,5,40580
2016,1,25,0,6,80198
2016,1,25,0,7,147915
2016,1,25,0,8,238255
2016,1,25,0,9,301658
2016,1,25,0,10,323356
2016,1,25,0,11,338544
2016,1,25,0,12,303119
2016,1,25,0,13,321951
2016,1,25,0,14,333381
2016,1,25,0,15,341790
2016,1,25,0,16,362564
2016,1,25,0,17,364106
2016,1,25,0,18,303584
2016,1,25,0,19,241293
2016,1,25,0,20,249452
2016,1,25,0,21,140095
2016,1,25,0,22,97097
2016,1,25,0,23,63426
2016,1,26,1,0,53087
2016,1,26,1,1,36095
2016,1,26,1,2,28834
2016,1,26,1,3,28231
2016,1,26,1,4,27582
2016,1,26,1,5,37321
2016,1,26,1,6,75083
2016,1,26,1,7,139866
2016,1,26,1,8,223837
2016,1,26,1,9,290467
2016,1,26,1,10,314715
2016,1,26,1,11,331153
2016,1,26,1,12,291690
2016,1,26,1,13,312413
2016,1,26,1,14,327005
2016,1,26,1,15,335438
2016,1,26,1,16,358150
2016,1,26,1,17,355124
2016,1,26,1,18,303383
2016,1,26,1,19,241592
2016,1,26,1,20,188634
2016,1,26,1,21,139714
2016,1,26,1,22,101920
2016,1,26,1,23,66700
2016,1,27,2,0,46365
2016,1,27,2,1,34675
2016,1,27,2,2,30769
2016,1,27,2,3,29014
2016,1,27,2,4,31215
2016,1,27,2,5,39974
2016,1,27,2,6,75269
2016,1,27,2,7,138680
2016,1,27,2,8,222317
2016,1,27,2,9,286612
2016,1,27,2,10,314696
2016,1,27,2,11,331222
2016,1,27,2,12,301102
2016,1,27,2,13,320211
2016,1,27,2,14,340584
2016,1,27,2,15,342236
2016,1,27,2,16,357473
2016,1,27,2,17,356684
2016,1,27,2,18,303143
2016,1,27,2,19,244502
2016,1,27,2,20,222612
2016,1,27,2,21,143749
2016,1,27,2,22,101975
2016,1,27,2,23,68908
2016,1,28,3,0,47082
2016,1,28,3,1,35672
2016,1,28,3,2,30900
2016,1,28,3,3,27679
2016,1,28,3,4,29386
2016,1,28,3,5,37867
2016,1,28,3,6,73728
2016,1,28,3,7,137055
2016,1,28,3,8,220803
2016,1,28,3,9,284554
2016,1,28,3,10,311832
2016,1,28,3,11,323237
2016,1,28,3,12,292965
2016,1,28,3,13,312935
2016,1,28,3,14,329003
2016,1,28,3,15,333445
2016,1,28,3,16,358649
2016,1,28,3,17,358030
2016,1,28,3,18,308437
2016,1,28,3,19,251658
2016,1,28,3,20,200384
2016,1,28,3,21,150889
2016,1,28,3,22,109659
2016,1,28,3,23,74984
2016,1,29,4,0,52161
2016,1,29,4,1,40312
2016,1,29,4,2,34119
2016,1,29,4,3,32073
2016,1,29,4,4,31597
2016,1,29,4,5,40810
2016,1,29,4,6,75729
2016,1,29,4,7,140345
2016,1,29,4,8,222341
2016,1,29,4,9,288979
2016,1,29,4,10,322543
2016,1,29,4,11,343701
2016,1,29,4,12,307889
2016,1,29,4,13,329464
2016,1,29,4,14,349090
2016,1,29,4,15,359146
2016,1,29,4,16,380044
2016,1,29,4,17,376243
2016,1,29,4,18,335836
2016,1,29,4,19,281579
2016,1,29,4,20,227902
2016,1,29,4,21,180608
2016,1,29,4,22,142790
2016,1,29,4,23,109713
2016,1,30,5,0,80243
2016,1,30,5,1,58342
2016,1,30,5,2,47524
2016,1,30,5,3,40381
2016,1,30,5,4,37087
2016,1,30,5,5,37512
2016,1,30,5,6,45707
2016,1,30,5,7,69737
2016,1,30,5,8,128972
2016,1,30,5,9,214755
2016,1,30,5,10,289220
2016,1,30,5,11,327939
2016,1,30,5,12,327173
2016,1,30,5,13,327908
2016,1,30,5,14,334503
2016,1,30,5,15,331853
2016,1,30,5,16,325045
2016,1,30,5,17,308016
2016,1,30,5,18,273323
2016,1,30,5,19,235170
2016,1,30,5,20,196229
2016,1,30,5,21,180230
2016,1,30,5,22,139416
2016,1,30,5,23,114585
2016,1,31,6,0,89558
2016,1,31,6,1,67619
2016,1,31,6,2,54177
2016,1,31,6,3,46195
2016,1,31,6,4,40672
2016,1,31,6,5,36669
2016,1,31,6,6,37847
2016,1,31,6,7,47059
2016,1,31,6,8,76033
2016,1,31,6,9,124301
2016,1,31,6,10,175600
2016,1,31,6,11,213933
2016,1,31,6,12,221068
2016,1,31,6,13,223857
2016,1,31,6,14,228043
2016,1,31,6,15,233483
2016,1,31,6,16,240836
